"Timestamp","Calculated Flow with Offset","Compressor #1 Desire Flow SP For PID Murphy","Compressor #2 Desire Flow SP For PID Murphy","Compressor Flow Max Deadband","Derived Run Status","Fault Indication","Flow Status Mode","Hour Meter","Run Status Comp #1","Run Status Comp #2","Total Number Of Compressors","Total Number Of Wellheads","Well #1 Analog Output 1","Well #2 Analog Output 2","Well #3 Analog Output 3","Well #4 Analog Output 4","Wellhead #1 Calculated Desired Flow","Wellhead #1 Choke Flow Priority #","Wellhead #1 Choke Oil Priority #","Wellhead #1 Flow Running Status Percent","Wellhead #1 In Manual/Auto","Wellhead #1 Injection Differential Prs From Customer PLC","Wellhead #1 Injection Flow Rate From Customer PLC","Wellhead #1 Injection Static Pressure From Customer PLC","Wellhead #1 Injection Temp From Customer PLC","Wellhead #1 Max Flow Rate","Wellhead #1 PID Flow Release","WellHead #1 Running Status","Wellhead #1 Setpoint From Customer PLC","Wellhead #1 Yesterdays Total Flow","Wellhead #2 Calculated Desired Flow","Wellhead #2 Choke Flow Priority #","Wellhead #2 Choke Oil Priority #","Wellhead #2 Flow Running Status Percent","Wellhead #2 In Manual/Auto","Wellhead #2 Injection Differential Prs From Customer PLC","Wellhead #2 Injection Flow Rate From Customer PLC","Wellhead #2 Injection Static Pressure From Customer PLC","Wellhead #2 Injection Temp From Customer PLC","Wellhead #2 Max Flow Rate","Wellhead #2 PID Flow Release","Wellhead #2 PID Min Output","WellHead #2 Running Status","Wellhead #2 Setpoint From Customer PLC","Wellhead #2 Yesterdays Total Flow","Wellhead #3 Calculated Desired Flow","Wellhead #3 Choke Flow Priority #","Wellhead #3 Choke Oil Priority #","Wellhead #3 Flow Running Status Percent","Wellhead #3 In Manual/Auto","Wellhead #3 Injection Differential Prs From Customer PLC","Wellhead #3 Injection Flow Rate From Customer PLC","Wellhead #3 Injection Static Pressure From Customer PLC","Wellhead #3 Injection Temp From Customer PLC","Wellhead #3 Max Flow Rate","Wellhead #3 PID Flow Release","WellHead #3 Running Status","Wellhead #3 Setpoint From Customer PLC","Wellhead #3 Yesterdays Total Flow","Wellhead #4 Calculated Desired Flow","Wellhead #4 Choke Flow Priority #","Wellhead #4 Choke Oil Priority #","Wellhead #4 Flow Running Status Percent","Wellhead #4 In Manual/Auto","Wellhead #4 Injection Differential Prs From Customer PLC","Wellhead #4 Injection Flow Rate From Customer PLC","Wellhead #4 Injection Static Pressure From Customer PLC","Wellhead #4 Injection Temp From Customer PLC","Wellhead #4 Max Flow Rate","Wellhead #4 PID Flow Release","Wellhead #4 PID Min Output","Wellhead #4 Setpoint From Customer PLC","Wellhead #4 Yesterdays Total Flow"
"4/10/2026 09:23:33 PM","3240","","","","","Panel Reset/Standby","","5325","Running","Running","","","67","65","72","74","0.850","","","","","46","0.824","809","142","","","Online","1.000","0.823","0.850","","","","","46","0.839","821","140","","","","Online","0.750","0.823","0.850","","","","","46","0.837","821","141","","","Online","0.800","0.823","0.850","","","","","49","0.861","819","141","","","","0.800","0.862"
"4/10/2026 09:08:33 PM","3300","","","","","Panel Reset/Standby","","5325","Running","Running","","","66","64","71","72","0.825","","","","","44","0.834","853","143","","","Online","1.000","0.823","0.825","","","","","44","0.829","852","142","","","","Online","0.750","0.823","0.825","","","","","44","0.832","851","142","","","Online","0.800","0.823","0.825","","","","","48","0.875","853","142","","","","0.800","0.862"
"4/10/2026 08:53:33 PM","3330","","","","","Panel Reset/Standby","","5324","Running","Running","","","66","64","71","73","0.825","","","","","45","0.830","839","144","","","Online","1.000","0.823","0.825","","","","","45","0.830","839","143","","","","Online","0.750","0.823","0.825","","","","","46","0.839","839","143","","","Online","0.800","0.823","0.825","","","","","49","0.868","839","143","","","","0.800","0.862"
"4/10/2026 08:38:33 PM","3210","","","","","Panel Reset/Standby","","5324","Running","Running","","","67","64","72","73","0.820","","","","","44","0.812","816","145","","","Online","1.000","0.823","0.820","","","","","45","0.816","815","143","","","","Online","0.750","0.823","0.820","","","","","43","0.801","815","144","","","Online","0.800","0.823","0.820","","","","","45","0.822","815","144","","","","0.800","0.862"
"4/10/2026 08:23:33 PM","3230","","","","","Panel Reset/Standby","","5324","Running","Running","","","66","64","71","73","0.810","","","","","45","0.818","818","144","","","Online","1.000","0.823","0.810","","","","","44","0.812","818","143","","","","Online","0.750","0.823","0.810","","","","","43","0.809","818","143","","","Online","0.800","0.823","0.840","","","","","49","0.859","818","143","","","","0.800","0.862"
"4/10/2026 08:08:33 PM","3270","","","","","Panel Reset/Standby","","5324","Running","Running","","","66","64","71","73","0.820","","","","","44","0.809","816","143","","","Online","1.000","0.823","0.820","","","","","44","0.811","816","141","","","","Online","0.750","0.823","0.820","","","","","43","0.805","816","141","","","Online","0.800","0.823","0.890","","","","","46","0.831","817","142","","","","0.800","0.862"
"4/10/2026 07:53:33 PM","3230","","","","","Panel Reset/Standby","","5323","Running","Running","","","66","64","71","73","0.820","","","","","43","0.811","833","144","","","Online","1.000","0.823","0.820","","","","","43","0.816","833","143","","","","Online","0.750","0.823","0.820","","","","","44","0.827","837","143","","","Online","0.800","0.823","0.850","","","","","46","0.844","838","143","","","","0.800","0.862"
"4/10/2026 07:38:33 PM","3240","","","","","Panel Reset/Standby","","5323","Running","Running","","","66","64","71","73","0.810","","","","","44","0.816","830","145","","","Online","1.000","0.823","0.810","","","","","43","0.814","830","143","","","","Online","0.750","0.823","0.810","","","","","43","0.811","829","144","","","Online","0.800","0.823","0.850","","","","","46","0.834","829","144","","","","0.800","0.862"
"4/10/2026 07:23:33 PM","3290","","","","","Panel Reset/Standby","","5323","Running","Running","","","66","64","71","73","0.810","","","","","45","0.819","824","146","","","Online","1.000","0.823","0.810","","","","","44","0.816","824","145","","","","Online","0.750","0.823","0.810","","","","","44","0.812","824","145","","","Online","0.800","0.823","0.810","","","","","47","0.841","824","145","","","","0.800","0.862"
"4/10/2026 07:08:33 PM","3280","","","","","Panel Reset/Standby","","5323","Running","Running","","","67","65","72","74","0.840","","","","","47","0.830","808","146","","","Online","1.000","0.823","0.840","","","","","47","0.834","807","144","","","","Online","0.750","0.823","0.840","","","","","46","0.822","807","144","","","Online","0.800","0.823","0.840","","","","","49","0.854","807","145","","","","0.800","0.862"
"4/10/2026 06:53:33 PM","3180","","","","","Panel Reset/Standby","","5322","Running","Running","","","66","64","71","72","0.815","","","","","44","0.812","816","145","","","Online","1.000","0.823","0.815","","","","","44","0.814","816","144","","","","Online","0.750","0.823","0.815","","","","","43","0.805","816","144","","","Online","0.800","0.823","0.795","","","","","42","0.796","816","144","","","","0.800","0.862"
"4/10/2026 06:38:33 PM","3170","","","","","Panel Reset/Standby","","5322","Running","Running","","","66","64","71","71","0.810","","","","","45","0.811","807","146","","","Online","1.000","0.823","0.810","","","","","44","0.806","807","144","","","","Online","0.750","0.823","0.810","","","","","42","0.790","807","144","","","Online","0.800","0.823","0.780","","","","","39","0.763","808","144","","","","0.800","0.862"
"4/10/2026 06:23:33 PM","3180","","","","","Panel Reset/Standby","","5322","Running","Running","","","66","64","71","72","0.820","","","","","45","0.820","820","147","","","Online","1.000","0.823","0.820","","","","","45","0.818","820","146","","","","Online","0.750","0.823","0.820","","","","","43","0.808","820","146","","","Online","0.800","0.823","0.800","","","","","42","0.791","819","146","","","","0.800","0.862"
"4/10/2026 06:08:33 PM","3200","","","","","Panel Reset/Standby","","5322","Running","Running","","","66","64","71","72","0.820","","","","","43","0.805","823","148","","","Online","1.000","0.823","0.820","","","","","43","0.806","823","146","","","","Online","0.750","0.823","0.820","","","","","44","0.815","822","146","","","Online","0.800","0.823","0.820","","","","","45","0.823","822","147","","","","0.800","0.862"
"4/10/2026 05:53:33 PM","3223","","","","","Panel Reset/Standby","","5321","Running","Running","","","67","64","71","74","0.800","","","","","46","0.813","795","147","","","Online","1.000","0.823","0.800","","","","","46","0.818","796","145","","","","Online","0.750","0.823","0.800","","","","","43","0.785","796","146","","","Online","0.800","0.823","0.824","","","","","48","0.838","796","146","","","","0.800","0.862"
"4/10/2026 05:38:33 PM","3250","","","","","Panel Reset/Standby","","5321","Running","Running","","","67","64","71","73","0.800","","","","","45","0.805","798","147","","","Online","1.000","0.823","0.800","","","","","45","0.805","798","145","","","","Online","0.750","0.823","0.800","","","","","44","0.803","797","145","","","Online","0.800","0.823","0.800","","","","","46","0.819","798","146","","","","0.800","0.862"
"4/10/2026 05:23:33 PM","3230","","","","","Panel Reset/Standby","","5321","Running","Running","","","67","64","72","74","0.845","","","","","47","0.836","825","148","","","Online","1.000","0.823","0.845","","","","","46","0.835","825","146","","","","Online","0.750","0.823","0.845","","","","","45","0.826","824","146","","","Online","0.800","0.823","0.875","","","","","53","0.896","824","147","","","","0.800","0.862"
"4/10/2026 05:08:33 PM","3320","","","","","Panel Reset/Standby","","5321","Running","Running","","","67","64","71","75","0.840","","","","","47","0.835","820","148","","","Online","1.000","0.823","0.840","","","","","47","0.838","820","146","","","","Online","0.750","0.823","0.840","","","","","46","0.840","819","146","","","Online","0.800","0.823","0.840","","","","","52","0.884","820","146","","","","0.800","0.862"
"4/10/2026 04:53:33 PM","3260","","","","","Panel Reset/Standby","","5320","Running","Running","","","67","65","72","74","0.845","","","","","48","0.835","809","149","","","Online","1.000","0.823","0.845","","","","","48","0.842","809","147","","","","Online","0.750","0.823","0.845","","","","","49","0.847","809","148","","","Online","0.800","0.823","0.905","","","","","51","0.863","809","149","","","","0.800","0.862"
"4/10/2026 04:38:33 PM","3260","","","","","Panel Reset/Standby","","5320","Running","Running","","","66","63","71","73","0.830","","","","","44","0.828","851","148","","","Online","1.000","0.823","0.830","","","","","44","0.824","851","146","","","","Online","0.750","0.823","0.830","","","","","42","0.814","850","146","","","Online","0.800","0.823","0.890","","","","","47","0.854","849","147","","","","0.800","0.862"
"4/10/2026 04:23:33 PM","3330","","","","","Panel Reset/Standby","","5320","Running","Running","","","67","64","71","75","0.840","","","","","47","0.837","832","149","","","Online","1.000","0.823","0.840","","","","","47","0.840","832","148","","","","Online","0.750","0.823","0.840","","","","","47","0.838","832","148","","","Online","0.800","0.823","0.970","","","","","56","0.922","831","149","","","","0.800","0.862"
"4/10/2026 04:08:33 PM","3330","","","","","Panel Reset/Standby","","5320","Running","Running","","","67","64","71","73","0.845","","","","","47","0.839","826","149","","","Online","1.000","0.823","0.845","","","","","47","0.838","826","147","","","","Online","0.750","0.823","0.845","","","","","47","0.843","826","147","","","Online","0.800","0.823","0.945","","","","","50","0.870","827","147","","","","0.800","0.862"
"4/10/2026 03:53:33 PM","3260","","","","","Panel Reset/Standby","","5319","Running","Running","","","67","64","71","74","0.800","","","","","45","0.804","797","149","","","Online","1.000","0.823","0.800","","","","","44","0.799","797","148","","","","Online","0.750","0.823","0.800","","","","","44","0.797","796","148","","","Online","0.800","0.823","0.860","","","","","48","0.830","796","148","","","","0.800","0.862"
"4/10/2026 03:38:33 PM","3350","","","","","Panel Reset/Standby","","5319","Running","Running","","","67","64","71","74","0.830","","","","","46","0.824","824","151","","","Online","1.000","0.823","0.830","","","","","46","0.828","824","149","","","","Online","0.750","0.823","0.830","","","","","48","0.847","824","149","","","Online","0.800","0.823","0.830","","","","","50","0.862","824","150","","","","0.800","0.862"
"4/10/2026 03:23:33 PM","3280","","","","","Panel Reset/Standby","","5319","Running","Running","","","66","64","71","73","0.810","","","","","45","0.821","824","149","","","Online","1.000","0.823","0.810","","","","","44","0.815","824","148","","","","Online","0.750","0.823","0.810","","","","","42","0.790","824","148","","","Online","0.800","0.823","0.890","","","","","48","0.850","824","148","","","","0.800","0.862"
"4/10/2026 03:08:33 PM","3214","","","","","Panel Reset/Standby","","5319","Running","Running","","","67","65","72","74","0.800","","","","","46","0.801","779","148","","","Online","1.000","0.823","0.800","","","","","46","0.803","779","146","","","","Online","0.750","0.823","0.800","","","","","46","0.802","779","147","","","Online","0.800","0.823","0.800","","","","","49","0.834","779","147","","","","0.800","0.862"
"4/10/2026 02:53:33 PM","3370","","","","","Panel Reset/Standby","","5318","Running","Running","","","66","64","71","73","0.825","","","","","45","0.824","833","150","","","Online","1.000","0.823","0.825","","","","","45","0.825","833","148","","","","Online","0.750","0.823","0.825","","","","","47","0.842","833","148","","","Online","0.800","0.823","0.995","","","","","50","0.869","834","149","","","","0.800","0.862"
"4/10/2026 02:38:33 PM","3300","","","","","Panel Reset/Standby","","5318","Running","Running","","","67","64","71","74","0.810","","","","","46","0.818","809","150","","","Online","1.000","0.823","0.810","","","","","45","0.814","810","148","","","","Online","0.750","0.823","0.810","","","","","44","0.801","810","148","","","Online","0.800","0.823","0.810","","","","","51","0.864","805","149","","","","0.800","0.862"
"4/10/2026 02:23:33 PM","3229","","","","","Panel Reset/Standby","","5318","Running","Running","","","67","64","71","73","0.800","","","","","45","0.808","800","148","","","Online","1.000","0.823","0.800","","","","","45","0.806","801","147","","","","Online","0.750","0.823","0.800","","","","","46","0.819","801","147","","","Online","0.800","0.823","0.881","","","","","48","0.832","802","147","","","","0.800","0.862"
"4/10/2026 02:08:33 PM","3260","","","","","Panel Reset/Standby","","5318","Running","Running","","","67","64","71","73","0.805","","","","","45","0.818","815","148","","","Online","1.000","0.823","0.805","","","","","45","0.815","815","147","","","","Online","0.750","0.823","0.805","","","","","44","0.808","816","147","","","Online","0.800","0.823","0.805","","","","","46","0.831","816","148","","","","0.800","0.862"
"4/10/2026 01:53:33 PM","3210","","","","","Panel Reset/Standby","","5317","Running","Running","","","66","64","71","73","0.815","","","","","45","0.812","815","148","","","Online","1.000","0.823","0.815","","","","","44","0.813","814","146","","","","Online","0.750","0.823","0.815","","","","","47","0.832","814","146","","","Online","0.800","0.823","0.825","","","","","46","0.824","814","147","","","","0.800","0.862"
"4/10/2026 01:51:38 PM","3226","1.703","1.703","0.000","Running","Panel Reset/Standby","0","5317","Running","Running","2","4","67","65","72","74","0.800","1","1","3","Auto","46","0.807","791","147","0.800","0.000","Online","1.000","0.823","0.800","2","2","3","Auto","46","0.811","790","146","0.800","0.000","65","Online","0.750","0.823","0.800","3","3","3","Auto","48","0.828","790","146","0.800","0.000","Online","0.800","0.823","0.837","4","4","3","Auto","50","0.850","790","146","1.000","0.000","65","0.800","0.862"
"4/10/2026 01:38:33 PM","3250","","","","","Panel Reset/Standby","","5317","Running","Running","","","66","64","71","73","0.810","","","","","45","0.826","826","145","","","Online","1.000","0.823","0.810","","","","","44","0.816","826","144","","","","Online","0.750","0.823","0.810","","","","","43","0.810","826","144","","","Online","0.800","0.823","0.860","","","","","46","0.835","826","144","","","","0.800","0.862"
"4/10/2026 01:23:33 PM","3228","","","","","Panel Reset/Standby","","5317","Running","Running","","","67","64","71","73","0.800","","","","","45","0.809","794","144","","","Online","1.000","0.823","0.800","","","","","46","0.823","797","143","","","","Online","0.750","0.823","0.800","","","","","48","0.835","797","143","","","Online","0.800","0.823","0.829","","","","","46","0.822","797","143","","","","0.800","0.862"
"4/10/2026 01:08:33 PM","3330","","","","","Panel Reset/Standby","","5317","Running","Running","","","67","64","71","75","0.840","","","","","46","0.834","826","145","","","Online","1.000","0.823","0.840","","","","","46","0.833","824","144","","","","Online","0.750","0.823","0.840","","","","","46","0.835","823","144","","","Online","0.800","0.823","0.960","","","","","55","0.930","823","144","","","","0.800","0.862"
"4/10/2026 12:53:33 PM","3268","","","","","Panel Reset/Standby","","5316","Running","Running","","","67","65","71","75","0.800","","","","","46","0.807","781","145","","","Online","1.000","0.823","0.800","","","","","45","0.803","781","144","","","","Online","0.750","0.823","0.800","","","","","43","0.780","781","144","","","Online","0.800","0.823","0.856","","","","","54","0.878","781","144","","","","0.800","0.862"
"4/10/2026 12:38:33 PM","3340","","","","","Panel Reset/Standby","","5316","Running","Running","","","67","64","71","76","0.835","","","","","46","0.825","816","144","","","Online","1.000","0.823","0.835","","","","","45","0.825","816","142","","","","Online","0.750","0.823","0.835","","","","","46","0.827","816","143","","","Online","0.800","0.823","0.975","","","","","60","0.950","815","143","","","","0.800","0.862"
"4/10/2026 12:23:33 PM","3200","","","","","Panel Reset/Standby","","5316","Running","Running","","","66","64","71","73","0.835","","","","","45","0.824","824","143","","","Online","1.000","0.823","0.835","","","","","45","0.826","824","142","","","","Online","0.750","0.823","0.835","","","","","42","0.803","824","142","","","Online","0.800","0.823","0.835","","","","","46","0.837","824","142","","","","0.800","0.862"
"4/10/2026 12:08:33 PM","3210","","","","","Panel Reset/Standby","","5316","Running","Running","","","67","65","72","73","0.835","","","","","45","0.816","808","143","","","Online","1.000","0.823","0.835","","","","","45","0.821","806","142","","","","Online","0.750","0.823","0.835","","","","","45","0.822","806","142","","","Online","0.800","0.823","0.855","","","","","46","0.827","807","142","","","","0.800","0.862"
"4/10/2026 11:53:33 AM","3260","","","","","Panel Reset/Standby","","5315","Running","Running","","","67","65","72","74","0.840","","","","","46","0.825","808","141","","","Online","1.000","0.823","0.840","","","","","46","0.830","808","140","","","","Online","0.750","0.823","0.840","","","","","46","0.829","808","140","","","Online","0.800","0.823","0.900","","","","","48","0.848","809","141","","","","0.800","0.862"
"4/10/2026 11:38:33 AM","3210","","","","","Panel Reset/Standby","","5315","Running","Running","","","67","64","71","73","0.830","","","","","45","0.818","813","142","","","Online","1.000","0.823","0.830","","","","","45","0.825","812","141","","","","Online","0.750","0.823","0.830","","","","","44","0.827","817","141","","","Online","0.800","0.823","0.840","","","","","46","0.832","817","141","","","","0.800","0.862"
"4/10/2026 11:23:33 AM","3200","","","","","Panel Reset/Standby","","5315","Running","Running","","","66","64","71","73","0.830","","","","","44","0.819","824","140","","","Online","1.000","0.823","0.830","","","","","44","0.818","823","139","","","","Online","0.750","0.823","0.830","","","","","42","0.803","823","140","","","Online","0.800","0.823","0.830","","","","","45","0.832","823","140","","","","0.800","0.862"
"4/10/2026 11:08:33 AM","3270","","","","","Panel Reset/Standby","","5315","Running","Running","","","66","64","71","73","0.810","","","","","45","0.820","817","140","","","Online","1.000","0.823","0.810","","","","","43","0.812","817","139","","","","Online","0.750","0.823","0.810","","","","","45","0.824","818","140","","","Online","0.800","0.823","0.810","","","","","46","0.842","818","139","","","","0.800","0.862"
"4/10/2026 10:53:33 AM","3227","","","","","Panel Reset/Standby","","5314","Running","Running","","","67","64","71","73","0.800","","","","","44","0.808","800","139","","","Online","1.000","0.823","0.800","","","","","44","0.808","800","138","","","","Online","0.750","0.823","0.800","","","","","41","0.783","800","138","","","Online","0.800","0.823","0.800","","","","","46","0.824","801","138","","","","0.800","0.862"
"4/10/2026 10:38:33 AM","3310","","","","","Panel Reset/Standby","","5314","Running","Running","","","66","64","71","73","0.840","","","","","45","0.838","835","139","","","Online","1.000","0.823","0.840","","","","","45","0.835","835","139","","","","Online","0.750","0.823","0.840","","","","","45","0.841","835","139","","","Online","0.800","0.823","0.840","","","","","49","0.877","835","139","","","","0.800","0.862"
"4/10/2026 10:23:33 AM","3280","","","","","Panel Reset/Standby","","5314","Running","Running","","","66","64","71","73","0.810","","","","","45","0.824","821","138","","","Online","1.000","0.823","0.810","","","","","43","0.815","821","137","","","","Online","0.750","0.823","0.810","","","","","41","0.792","821","138","","","Online","0.800","0.823","0.810","","","","","48","0.859","822","137","","","","0.800","0.862"
"4/10/2026 10:08:33 AM","3300","","","","","Panel Reset/Standby","","5314","Running","Running","","","66","64","71","73","0.820","","","","","43","0.826","841","137","","","Online","1.000","0.823","0.820","","","","","43","0.820","833","137","","","","Online","0.750","0.823","0.820","","","","","45","0.834","833","137","","","Online","0.800","0.823","0.920","","","","","45","0.823","834","136","","","","0.800","0.862"
"4/10/2026 09:53:33 AM","3330","","","","","Panel Reset/Standby","","5313","Running","Running","","","66","64","71","74","0.805","","","","","44","0.821","818","136","","","Online","1.000","0.823","0.805","","","","","43","0.814","819","136","","","","Online","0.750","0.823","0.805","","","","","43","0.811","819","136","","","Online","0.800","0.823","0.935","","","","","53","0.900","820","136","","","","0.800","0.862"
"4/10/2026 09:38:33 AM","3280","","","","","Panel Reset/Standby","","5313","Running","Running","","","66","64","72","73","0.840","","","","","45","0.835","827","136","","","Online","1.000","0.823","0.840","","","","","45","0.839","826","136","","","","Online","0.750","0.823","0.840","","","","","46","0.846","826","136","","","Online","0.800","0.823","0.840","","","","","47","0.858","826","135","","","","0.800","0.862"
"4/10/2026 09:23:33 AM","3290","","","","","Panel Reset/Standby","","5313","Running","Running","","","67","65","72","73","0.840","","","","","46","0.834","820","137","","","Online","1.000","0.823","0.840","","","","","45","0.833","819","136","","","","Online","0.750","0.823","0.840","","","","","46","0.836","819","136","","","Online","0.800","0.823","0.840","","","","","47","0.852","818","136","","","","0.800","0.862"
"4/10/2026 09:08:33 AM","3330","","","","","Panel Reset/Standby","","5313","Running","Running","","","67","65","72","74","0.850","","","","","46","0.838","815","137","","","Online","1.000","0.823","0.850","","","","","47","0.847","815","136","","","","Online","0.750","0.823","0.850","","","","","48","0.856","815","137","","","Online","0.800","0.823","0.850","","","","","53","0.899","814","136","","","","0.800","0.862"
"4/10/2026 08:53:33 AM","3240","","","","","Panel Reset/Standby","","5312","Running","Running","","","66","64","71","73","0.835","","","","","43","0.816","825","136","","","Online","1.000","0.823","0.835","","","","","43","0.819","823","135","","","","Online","0.750","0.823","0.835","","","","","44","0.823","823","136","","","Online","0.800","0.823","0.895","","","","","46","0.845","823","135","","","","0.800","0.862"
"4/10/2026 08:38:33 AM","3230","","","","","Panel Reset/Standby","","5312","Running","Running","","","66","64","71","73","0.830","","","","","44","0.822","822","135","","","Online","1.000","0.823","0.830","","","","","43","0.814","827","135","","","","Online","0.750","0.823","0.830","","","","","43","0.819","827","135","","","Online","0.800","0.823","0.850","","","","","45","0.841","826","134","","","","0.800","0.862"
"4/10/2026 08:23:33 AM","3230","","","","","Panel Reset/Standby","","5312","Running","Running","","","66","64","71","73","0.810","","","","","44","0.817","820","136","","","Online","1.000","0.823","0.810","","","","","43","0.814","819","135","","","","Online","0.750","0.823","0.810","","","","","43","0.816","819","136","","","Online","0.800","0.823","0.840","","","","","45","0.831","820","135","","","","0.800","0.862"
"4/10/2026 08:08:33 AM","3270","","","","","Panel Reset/Standby","","5312","Running","Running","","","66","64","71","73","0.800","","","","","44","0.807","802","136","","","Online","1.000","0.823","0.800","","","","","43","0.803","802","135","","","","Online","0.750","0.823","0.800","","","","","43","0.801","802","136","","","Online","0.800","0.823","0.870","","","","","44","0.810","803","135","","","","0.800","0.862"
"4/10/2026 07:53:33 AM","3240","","","","","Panel Reset/Standby","","5311","Running","Running","","","66","64","71","73","0.810","","","","","43","0.822","832","136","","","Online","1.000","0.823","0.810","","","","","43","0.819","831","135","","","","Online","0.750","0.823","0.810","","","","","42","0.813","832","136","","","Online","0.800","0.823","0.810","","","","","44","0.834","832","135","","","","0.800","0.862"
"4/10/2026 07:38:33 AM","3280","","","","","Panel Reset/Standby","","5311","Running","Running","","","66","64","71","72","0.810","","","","","43","0.823","831","133","","","Online","1.000","0.823","0.810","","","","","44","0.828","832","132","","","","Online","0.750","0.823","0.810","","","","","42","0.811","833","133","","","Online","0.800","0.823","0.810","","","","","48","0.871","833","131","","","","0.800","0.862"
"4/10/2026 07:23:33 AM","3210","","","","","Panel Reset/Standby","","5311","Running","Running","","","66","64","71","73","0.805","","","","","44","0.814","803","135","","","Online","1.000","0.823","0.805","","","","","43","0.807","803","134","","","","Online","0.750","0.823","0.805","","","","","42","0.797","803","134","","","Online","0.800","0.823","0.815","","","","","45","0.830","804","133","","","","0.800","0.862"
"4/10/2026 07:08:33 AM","3290","","","","","Panel Reset/Standby","","5311","Running","Running","","","66","64","71","74","0.810","","","","","43","0.823","830","135","","","Online","1.000","0.823","0.810","","","","","43","0.817","824","134","","","","Online","0.750","0.823","0.810","","","","","42","0.805","825","135","","","Online","0.800","0.823","0.900","","","","","52","0.900","825","134","","","","0.800","0.862"
"4/10/2026 06:53:33 AM","3230","","","","","Panel Reset/Standby","","5310","Running","Running","","","66","64","71","73","0.810","","","","","43","0.818","829","135","","","Online","1.000","0.823","0.810","","","","","43","0.820","829","135","","","","Online","0.750","0.823","0.810","","","","","41","0.800","829","135","","","Online","0.800","0.823","0.840","","","","","45","0.835","828","134","","","","0.800","0.862"
"4/10/2026 06:38:33 AM","3320","","","","","Panel Reset/Standby","","5310","Running","Running","","","66","64","71","74","0.805","","","","","44","0.823","821","134","","","Online","1.000","0.823","0.805","","","","","43","0.820","822","133","","","","Online","0.750","0.823","0.805","","","","","42","0.806","822","134","","","Online","0.800","0.823","0.805","","","","","49","0.871","823","133","","","","0.800","0.862"
"4/10/2026 06:23:33 AM","3180","","","","","Panel Reset/Standby","","5310","Running","Running","","","66","64","71","72","0.810","","","","","43","0.811","816","134","","","Online","1.000","0.823","0.810","","","","","43","0.814","815","133","","","","Online","0.750","0.823","0.810","","","","","45","0.833","816","134","","","Online","0.800","0.823","0.800","","","","","42","0.803","816","132","","","","0.800","0.862"
"4/10/2026 06:08:33 AM","3220","","","","","Panel Reset/Standby","","5310","Running","Running","","","66","64","72","73","0.845","","","","","44","0.825","831","136","","","Online","1.000","0.823","0.845","","","","","44","0.826","830","135","","","","Online","0.750","0.823","0.845","","","","","44","0.831","829","135","","","Online","0.800","0.823","0.875","","","","","48","0.862","828","135","","","","0.800","0.862"
"4/10/2026 05:53:33 AM","3270","","","","","Panel Reset/Standby","","5309","Running","Running","","","66","64","71","73","0.810","","","","","44","0.065","827","136","","","Online","1.000","0.823","0.810","","","","","44","0.823","827","135","","","","Online","0.750","0.823","0.810","","","","","43","0.814","827","136","","","Online","0.800","0.823","0.890","","","","","47","0.853","827","135","","","","0.800","0.862"
"4/10/2026 05:38:33 AM","3240","","","","","Panel Reset/Standby","","5309","Running","Running","","","66","64","72","73","0.845","","","","","45","0.839","836","137","","","Online","1.000","0.823","0.845","","","","","44","0.833","833","136","","","","Online","0.750","0.823","0.845","","","","","43","0.819","841","136","","","Online","0.800","0.823","0.885","","","","","47","0.866","842","136","","","","0.800","0.862"
"4/10/2026 05:23:33 AM","3280","","","","","Panel Reset/Standby","","5309","Running","Running","","","65","64","71","72","0.825","","","","","43","0.829","855","136","","","Online","1.000","0.823","0.825","","","","","43","0.831","855","135","","","","Online","0.750","0.823","0.825","","","","","41","0.817","855","136","","","Online","0.800","0.823","0.825","","","","","44","0.847","855","135","","","","0.800","0.862"
"4/10/2026 05:08:33 AM","3240","","","","","Panel Reset/Standby","","5309","Running","Running","","","66","64","71","73","0.845","","","","","44","0.831","835","135","","","Online","1.000","0.823","0.845","","","","","44","0.835","833","135","","","","Online","0.750","0.823","0.845","","","","","44","0.830","833","135","","","Online","0.800","0.823","0.885","","","","","47","0.860","833","134","","","","0.800","0.862"
"4/10/2026 04:53:33 AM","3350","","","","","Panel Reset/Standby","","5308","Running","Running","","","65","64","71","72","0.810","","","","","43","0.825","836","135","","","Online","1.000","0.823","0.810","","","","","43","0.827","837","134","","","","Online","0.750","0.823","0.810","","","","","43","0.825","838","134","","","Online","0.800","0.823","0.810","","","","","48","0.870","839","133","","","","0.800","0.862"
"4/10/2026 04:38:33 AM","3310","","","","","Panel Reset/Standby","","5308","Running","Running","","","66","64","71","74","0.805","","","","","45","0.824","814","135","","","Online","1.000","0.823","0.805","","","","","44","0.822","815","134","","","","Online","0.750","0.823","0.805","","","","","41","0.796","815","135","","","Online","0.800","0.823","0.915","","","","","49","0.870","816","134","","","","0.800","0.862"
"4/10/2026 04:23:33 AM","3280","","","","","Panel Reset/Standby","","5308","Running","Running","","","66","64","71","73","0.820","","","","","43","0.820","839","136","","","Online","1.000","0.823","0.820","","","","","42","0.819","832","135","","","","Online","0.750","0.823","0.820","","","","","42","0.808","832","135","","","Online","0.800","0.823","0.900","","","","","45","0.841","832","135","","","","0.800","0.862"
